,companyName,datePublished,ratingValue,reviewBody
700,DuGood Credit Union,2020-11-20,Rated 5 out of 5 stars,Love the service everything went really well very Professional
701,DuGood Credit Union,2020-11-20,Rated 5 out of 5 stars,My Loan Officer was Ronda Hamilton...She was very good and very friendly.  That is probably the best loan experience I have ever had. She sets a great example for others to follow.
702,DuGood Credit Union,2020-11-20,Rated 5 out of 5 stars,Thanks to the team here and Management on being open and also professionally on ever questions
703,DuGood Credit Union,2020-11-19,Rated 4 out of 5 stars,"the young lady was very good, and made us feel at ease, did not takelong to process the loan. We enjoyed the experience with her"
704,DuGood Credit Union,2020-11-17,Rated 5 out of 5 stars,I really loved the service got a great interest rate on my car loan
705,DuGood Credit Union,2020-11-16,Rated 5 out of 5 stars,Amazing service and utmost professionalism.
706,DuGood Credit Union,2020-11-16,Rated 5 out of 5 stars,Had a really good experience..... Krystal was really great to work with..... not one problem at all.
707,DuGood Credit Union,2020-11-13,Rated 5 out of 5 stars,Mrs Audry did an exceptional job.  I was very pleased not only with my loan approval but her attentiveness and willingness to address my needs
708,DuGood Credit Union,2020-11-12,Rated 5 out of 5 stars,"I called Ronda Hamilton at DuGood Orange branch. She helped me with a pre-approval for a new car loan after an accident.  She made it very easy. Also Ronda was extremely helpful during the car purchase as well, answering my calls, and guiding me through the process. She's the best !"
709,DuGood Credit Union,2020-11-17,Rated 5 out of 5 stars,It’s quick friendly service give them 5 stars.
710,DuGood Credit Union,2020-11-12,Rated 5 out of 5 stars,Completed a re-fi on our home; was very simple and easy.
711,DuGood Credit Union,2020-11-10,Rated 5 out of 5 stars,Special thanks to Kayla for her patience and outstanding assistance in working out an issue byconference call.  She went the extra mile!
712,DuGood Credit Union,2020-11-10,Rated 5 out of 5 stars,"Even though I've moved away from the Beaumont area for now, I still do all of my banking through DuGood because they have the BEST customer service. I most recently managed a loan and Kurestyn was the most patient and friendly person. I'm so grateful that she answered my call. She was able to answer all of my many questions, give me great advice, and help me come to the best decision for me. Thank you!"
713,DuGood Credit Union,2020-11-10,Rated 5 out of 5 stars,It is one of the best platforms I could have found. Totally satisfied
714,DuGood Credit Union,2020-11-10,Rated 5 out of 5 stars,Kristen worked in such a professional and timely manor this is not her first time waiting on me but it is first time writing about her she is a type of person to get the job done.Thank you
715,DuGood Credit Union,2020-11-09,Rated 5 out of 5 stars,Very happy that I was able to open checking and savings with this institution....was able to do online and finish over the phone
716,DuGood Credit Union,2020-11-09,Rated 5 out of 5 stars,The experience with getting a loan was easy. Sandy Ferrell made the paperwork a breeze. She has the experience and answers all of your questions with ease. It's was a pleasure to work with her.
717,DuGood Credit Union,2020-11-07,Rated 5 out of 5 stars,Sandie Amburn in Jasper is awesome to work with. Very pleasant and professional.
718,DuGood Credit Union,2020-11-07,Rated 5 out of 5 stars,"my loan officer is Kelly Meaux. I called about an equity loan. I told her the amount i was asking for, she advised me if I went another route I could save almost 300 a month. this is the route I went. Kelly worked with me very well, she went out of her way to to the best for me.Thanks,Thomas Whisenhunt"
719,DuGood Credit Union,2020-11-07,Rated 5 out of 5 stars,
720,DuGood Credit Union,2020-11-06,Rated 5 out of 5 stars,They have great customer service
721,DuGood Credit Union,2020-11-06,Rated 5 out of 5 stars,Excellent service.
722,DuGood Credit Union,2020-11-06,Rated 5 out of 5 stars,"I did an online loan application and was contacted same day, everything went smoothly and was approved have been a member for many years and have never had any problems are issues with anything....."
723,DuGood Credit Union,2020-11-05,Rated 5 out of 5 stars,Great customer service over the phone and gave different options on saving accounts. Great customer service inside the bank and I love how they speak as you walk in and to check your temperature and to have you sanitize your hands. Very friendly and nice!
724,DuGood Credit Union,2020-11-04,Rated 5 out of 5 stars,"Quick, very polite, and helpful"
725,DuGood Credit Union,2020-11-03,Rated 5 out of 5 stars,
726,DuGood Credit Union,2020-11-03,Rated 5 out of 5 stars,Always easy to work with. Megan P is fantastic! Thanks
727,DuGood Credit Union,2020-11-02,Rated 5 out of 5 stars,my experience was was very quick and AWSOME !!!!!
728,DuGood Credit Union,2020-11-02,Rated 5 out of 5 stars,
729,DuGood Credit Union,2020-10-31,Rated 5 out of 5 stars,I've been a longtime member and bought a new truck in 2018.  I went to DuGood Credit Union to seek refinancing so I could get a cheaper monthly payment.   I was able to refinance at a good interest rate and save almost $100/month!  Thank you DuGood CU for coming through once again and helping me save money and the process only took 2 days.
730,DuGood Credit Union,2020-10-30,Rated 5 out of 5 stars,
731,DuGood Credit Union,2020-10-30,Rated 2 out of 5 stars,"The teller asked for my “Drivers License”, when I answered her that I don’t have a drivers license she gave me “the face”. This is my interpretation on that reaction “who in the world will go to a bank and doesn’t have a drivers license”. Of course it is MY interpretation and could mean something else for her. I gave her another valid card instead and was able to open a savings account. I hope next time that person is more aware of the facial expressions and body language they portray . I don’t intend to name the teller cause it reflects on the company as a whole. They are the face of the company thus they have to act accordingly."
732,DuGood Credit Union,2020-10-30,Rated 5 out of 5 stars,Very helpful and professional employee. Ashley answered all of my questions and was prompt as well as took her time opening up my account. Most of all she was very friendly.
733,DuGood Credit Union,2020-10-29,Rated 5 out of 5 stars,"Dugood credit union, Thank you for the prompt service with my loan on a pre- owned vehicle.  I really appreciate the friendly and courteous staff that keeps me coming back. I love my credit union."
734,DuGood Credit Union,2020-10-29,Rated 5 out of 5 stars,DuGood is not my primary financial institution.  However the last 3 vehicles they've financed has been a better deal than my normal bank. I do plan to move all my banking to DuGood in the future.
735,DuGood Credit Union,2020-10-29,Rated 5 out of 5 stars,"I was in need of a vehicle loan.  My loan officer Tara Baloney was the most amazing agent.  She was patient, honest, and she made sure I was knowledgeable about everything every step of the way.  I could not ask for a better experience."
736,DuGood Credit Union,2020-10-29,Rated 5 out of 5 stars,Tara was very helpful with getting our auto loan processed.  She is very knowledgeable about GAP and warranty products.  We love Dugood CU!!
737,DuGood Credit Union,2020-10-28,Rated 5 out of 5 stars,"Morgan Boyd is AMAZING!!! She is always so helpful! The most courteous, pleasant and friendly soul!! She never disappoints! She is quick to respond to any questions I have no matter how big or how small.  Give this woman a raise!!!"
738,DuGood Credit Union,2020-10-28,Rated 5 out of 5 stars,DuGood Credit Union is always a great place to do business.  I've had several loans with them over the years and it is always a positive experience.  The paper work was handled conveniently through email and all of my questions were answered quickly and personally. Closing was easy and fast.
739,DuGood Credit Union,2020-10-28,Rated 5 out of 5 stars,"Blake worthy was very professional, informative and honest as always!"
740,DuGood Credit Union,2020-10-28,Rated 5 out of 5 stars,Very good people skills everything gets done exceptionally well and fast!!! I enjoyed my interactions
741,DuGood Credit Union,2020-10-27,Rated 5 out of 5 stars,Everyone has been so helpful as my husband and I have started a home equity refinance. I look forward to utilizing more of DuGoods services in the years to come. Leslie Riggs
742,DuGood Credit Union,2020-10-27,Rated 5 out of 5 stars,I love dealing with DuGood Credit Union.  Loan applications are easy and are approved very quickly.  The on-line banking is easy to use and paying bills is so convenient - no stamps.  The DuGood Associates know me by name and are always helpful.  I have been a DuGood customer for almost 20 years and I expect I will be one for at least 20 more.
743,DuGood Credit Union,2020-10-26,Rated 5 out of 5 stars,I inquired about transferring and refinancing my auto loan at a lower rate and was contact the same day. My loan officer made me feel like I was a priority and had an answer and paperwork done in one day. Wonderful experiance.
744,DuGood Credit Union,2020-10-23,Rated 4 out of 5 stars,"they do work with you. just not what you go in to  get. we went in to ask for a certain amount on a loan we knew we could afford. but  was offered less, so  something is better than nothing to help balance your budget better"
745,DuGood Credit Union,2020-10-22,Rated 5 out of 5 stars,Kelli Hudgins and the DuGood team have been great. Very responsive and professional.
746,DuGood Credit Union,2020-10-22,Rated 5 out of 5 stars,I give DuGood Credit Union 5 stars! They are always so friendly and helpful. My experience with the loan officer was quick and she was very helpful.Thank you DuGood for making my banking experience so pleasurable!'
747,DuGood Credit Union,2020-10-21,Rated 5 out of 5 stars,"Our experience with DuGood was smooth and easy. We originally applied for a home mortgage and later decided to switch to a home equity loan. They were able to use my original application and only needed a little more information. My loan officer, Sandra Flanigan, could not have been easier to work with. She was so helpful, answered all of my questions and was always available when I had more. At our closing, Ms. Ramirez was very nice and friendly. She made us feel welcome and valued as members. Our entire experience, from applying for the loan to the closing, could not have been better. And did I mention it didn’t cost us a dime? DuGood paid all expenses associated with the equity loan. I call that a win-win."
748,DuGood Credit Union,2020-10-21,Rated 5 out of 5 stars,Easiest people i have ever dealt with!! Awesome all the way around!!
749,DuGood Credit Union,2020-10-21,Rated 5 out of 5 stars,I enjoy the experience.
750,DuGood Credit Union,2020-10-20,Rated 5 out of 5 stars,
751,DuGood Credit Union,2020-10-19,Rated 5 out of 5 stars,I give 5 stars! Would give 6 if possible! I worked with Anavel at the Eastex location and she was amazing. Not only was the approval process quick and easy but the overall customer service was perfect. Thanks Anavel
752,DuGood Credit Union,2020-10-19,Rated 5 out of 5 stars,Blake Worthey was EXCELLENT!!  He was informative and easy to work with.  He helped move the process through quickly since we were on a short timeframe.  GREAT EXPERIENCE!!
753,DuGood Credit Union,2020-10-16,Rated 5 out of 5 stars,
754,DuGood Credit Union,2020-10-16,Rated 5 out of 5 stars,My loan officer Ashley N. was awesome.She was very patient and worked with me throughout my loan process. I must also add very professional and polite.Dugood credit union keep up your good work on having such awesome people on your team.Thanks
755,DuGood Credit Union,2020-10-15,Rated 5 out of 5 stars,DuGood have made all my banking and loan needs great.  I would not bank with anyone else.
756,DuGood Credit Union,2020-10-15,Rated 5 out of 5 stars,Nice and friendly and very helpful staff at the vidor branch
757,DuGood Credit Union,2020-10-14,Rated 5 out of 5 stars,"They were very helpful and explanatory knowing this was my first time applying for a loan, 100% would recommend!"
758,DuGood Credit Union,2020-10-13,Rated 5 out of 5 stars,Tara was great with helping me with my first auto loan! She was so patient with me and answered all my questions (there was a lot of questions)! Thank you DuGood!
759,DuGood Credit Union,2020-10-13,Rated 5 out of 5 stars,The people at the Lumberton branch are always helpful and friendly. The loan process went quickly and I am very satisfied. Thanks especially to Darlene
760,DuGood Credit Union,2020-10-13,Rated 4 out of 5 stars,"Tara I think her name is.She was very pleasant,professional and prompt which made this process very simple!"
761,DuGood Credit Union,2020-10-13,Rated 5 out of 5 stars,I called in advance for my loan and I was told after a few a few minutes I qualified for the loan. The I was asked to come in when I was available for the transaction.
762,DuGood Credit Union,2020-10-12,Rated 5 out of 5 stars,I was treated with respect threw the entire process. In getting my car loan. I've been a member since 1989 and this why. I continue to be a member. Thanks again Daniel Cline
763,DuGood Credit Union,2020-10-09,Rated 5 out of 5 stars,Extremely friendly and professional. A great combination. Thank you.
764,DuGood Credit Union,2020-10-09,Rated 5 out of 5 stars,Friendly and extremely helpful through the entire banking process. Very glad that I chose DuGood.
765,DuGood Credit Union,2020-10-09,Rated 5 out of 5 stars,
766,DuGood Credit Union,2020-10-08,Rated 5 out of 5 stars,Ms.Sandy Ferrell was very helpful and answered all of my questions without hesitation through the process. Ms. Ford at the Lumberton branch was nice. Both made it very nice and easy
767,DuGood Credit Union,2020-10-08,Rated 5 out of 5 stars,Always have had great service from this credit union. Any branch is always welcoming and professional. Thank you for the great service!!!
768,DuGood Credit Union,2020-10-06,Rated 5 out of 5 stars,"I had an amazing experience with Catrina Reynolds as she made the process of securing my home equity loan safe, easy, and stress free.  Each time speaking with her was a joy and she always spoke with a smile.  Thank you DuGood for having her on your team!"
769,DuGood Credit Union,2020-10-02,Rated 5 out of 5 stars,"Excellent,Courteous & Professional atmosphere! 5star rating!!!"
770,DuGood Credit Union,2020-10-01,Rated 5 out of 5 stars,They are always so nice and so easy to work with.  From loans to deposits everything is great!
771,DuGood Credit Union,2020-10-01,Rated 5 out of 5 stars,Best Credit Union EVER !!  I recommend this credit Union to everyone I know!!  This is my 5th maybe Sixth vehicle to purchase through them and will continue to do so..  My experience with them is always pleasant and they go above and beyond everytime!!
772,DuGood Credit Union,2020-10-01,Rated 5 out of 5 stars,Alicia Paul was amazing.  She took care of everything quickly and with ease.
773,DuGood Credit Union,2020-10-01,Rated 5 out of 5 stars,I called the credit union and spoke with Ms. Morgan Boyd. She was very nice and pleasant. She was patient answering my plethora of questions and making sure I understood our discussion. She called me back when she said she would. I appreciate the level of customer service executed and will recommend Dugood to my family and friends.
774,DuGood Credit Union,2020-10-01,Rated 5 out of 5 stars,"All the loans I have transacted at DuGood have been easy and a pleasant experience.  Tara B. has always been very cordial and helpful, and she gets things done quickly.  Thanks DuGood!"
775,DuGood Credit Union,2020-09-30,Rated 5 out of 5 stars,Great and less wait time. Thank you DuGood. Your branch manager was A1
776,DuGood Credit Union,2020-09-30,Rated 5 out of 5 stars,"Hurricane Laura took off half of my metal, roof, and part of the front. My employer, Lake Charles Memorial Hospital, had been closed down, due to damages from the hurricane, as well. I had not worked in 3 weeks, close to a month. I needed help, in a hurry!I called for a loan. I was promptly, helped. The loan officer explained the benefits of a Home Equity Loan versus a Personal Loan. Kelli Meaux was extremely, knowledgeable, and helpful. She answered any, and all, questions, and concerns. I, later, contemplated the interest rates, but told Kelli that I had to reconsider the Home Equity, loan. I needed a Personal Loan, despite the differences in interest rates. Kelli was very, understanding. No, hard, feelings. Katrina Collins entered the picture. Katrina spoke with me, a few, times, on the phone. I gave her the information she needed. That same, afternoon, I received news that my personal loan was approved! The money was immediately placed into my account, for easy, access. Katrina and Kelli, as well as everyone, at DuGood Federal Credit Union are very, caring and compassionate. They know their customers and clients, well!I am thrilled to be part of a hometown ""family"" at DuGood Federal Credit Union! I have been a member for over 25 years, and plan to remain, a whole, lot, longer!"
777,DuGood Credit Union,2020-09-29,Rated 5 out of 5 stars,I contacted Ms. Tara B. by phone to inquire about a car loan.  Within minutes she had a great interest rate and term for me.  At the car dealer she worked very efficiently and quickly to get my paperwork completed.  You have yourself a new customer for life.Thanks
778,DuGood Credit Union,2020-09-28,Rated 5 out of 5 stars,Amanda Norman was amazing. She was quick at helping me with all my needs and was very polite.
779,DuGood Credit Union,2020-09-24,Rated 5 out of 5 stars,"I was running late for my appointment to sign some loan papers, so the credit union gave me a call to remind me of my appointment.When I arrived at the credit union, we were waited on within a few minutes.  All of the paperwork was organized and ready for us to sign.  We were finished in a very short time, and on our way."
780,DuGood Credit Union,2020-09-24,Rated 5 out of 5 stars,I really love walking in to my dugood credit union.  They always greet me with a smile and willingness to help.  It has been one of best credit unions I have used!
781,DuGood Credit Union,2020-09-23,Rated 5 out of 5 stars,
782,DuGood Credit Union,2020-09-23,Rated 5 out of 5 stars,"A great job, with explaining the account. Very professional. Thank you, everyone."
783,DuGood Credit Union,2020-09-23,Rated 5 out of 5 stars,I had my truck refinanced at the location of my choice and all the paperwork was ready to go no waiting. Ashley was more then helpful asking and answering all my question.
784,DuGood Credit Union,2020-09-23,Rated 5 out of 5 stars,very satisfied.  no issues and it went smoothly
785,DuGood Credit Union,2020-09-23,Rated 5 out of 5 stars,Everyone was very professional and pleasant to work with.  Everyone was very helpful when I had to sign docs on line.   It was a pleasant experience.
786,DuGood Credit Union,2020-09-22,Rated 4 out of 5 stars,Very personal and they test for fever I like that. Very nice place glad to meet you all. God. Bless
787,DuGood Credit Union,2020-09-21,Rated 5 out of 5 stars,Best place to do business. I have carried my checking and savings account through DuGood for around 15 years! The process of taking out a loan is remarkably easy!
788,DuGood Credit Union,2020-09-21,Rated 5 out of 5 stars,Love my credit union! Always so helpful!
789,DuGood Credit Union,2020-09-21,Rated 5 out of 5 stars,Tammi from the Jasper office is always friendly and very helpful!
790,DuGood Credit Union,2020-09-21,Rated 4 out of 5 stars,I did not realize 4 stars would be great. I wanted the ratings of good; maybe a little less. I thought the process was very disorganized. They seem confused at times.
791,DuGood Credit Union,2020-09-20,Rated 5 out of 5 stars,I truly love the top notch friendly and very professional customer service I’ve received from DuGood credit union! Kristen Daniels has always taken special care of us ! Thanks again!
792,DuGood Credit Union,2020-09-18,Rated 5 out of 5 stars,"I was blown away with the simplicity of DuGood's auto refinancing process! I hate to admit this, but I usually shy away from doing things like this because understanding rates and details of loans isn't necessarily my strong suit. I breezed through the application process, got a phone call immediately addressing my application, and had exceptional service. Not to mention, their approval offer rate was a 1/3 of what I currently had! Not only am I paying my vehicle off 12 months quicker, DuGood helped me save $200 a month by lowering my payments. I definitely recommend you taking advantage of DuGood's services!"
793,DuGood Credit Union,2020-09-18,Rated 5 out of 5 stars,Always on point to help members. Great service.
794,DuGood Credit Union,2020-09-14,Rated 5 out of 5 stars,Ms Ferrell was excellent to work with. She made everything so easy.
795,DuGood Credit Union,2020-09-14,Rated 5 out of 5 stars,I have been with DuGood for a little over a year now. From the moment I opened an account with DuGood I have been treated with the upmost respect. The staff are so friendly and so kind. They really made me feel at home and have offered to help at every corner. I am so thankful to do business with DuGood. Thank you.
796,DuGood Credit Union,2020-09-13,Rated 5 out of 5 stars,"I talked to mortgage loan department first. Representive was very cordial and helpful. I also applied for a loan in the regular loan department. The representative in that department was also very cordial and helpful also. She called me back each time I called in a prompt manner. I was completely satisfied with both experiences,,"
797,DuGood Credit Union,2020-09-13,Rated 5 out of 5 stars,"Very professional and also friendly, knowledgeable"
798,DuGood Credit Union,2020-09-11,Rated 5 out of 5 stars,"Comparing our credit unions.   We have been a member of another credit union for 40 years  but are slowly moving all our business  to DuGood. DuGood's Drive-Thur  has shorter waiting lines. You are able to do a notary through the drive-thru. When we call a live person answer quickly. We were able to refinance auto loan with a phone call & signed papers next day. Everybody at DuGood  CU are friendly. Our other Credit Union has much long wait times at drive-thru, will not do a notary at the drive-thru, and when I called yesterday was # 17  & waited 20 minutes for live person."
799,DuGood Credit Union,2020-09-10,Rated 5 out of 5 stars,The best bank and the best customer service. I’ll recommend anybody to get bank account with du good.
800,DuGood Credit Union,2020-09-10,Rated 5 out of 5 stars,The loan process was very easy and painless very professional wow not what I have experienced at other places dugood is great to deal with we have been members for over 45 years and will stay
801,DuGood Credit Union,2020-09-08,Rated 5 out of 5 stars,Dugood always makes our banking needs quick and painless. Brandi Donley is the best banker we have ever had!! She always goes above and beyond to make sure we have everything we need. I highly recommend Dugood Credit Union
802,DuGood Credit Union,2020-09-07,Rated 5 out of 5 stars,
803,DuGood Credit Union,2020-09-06,Rated 5 out of 5 stars,"After closing my last account with this business & paying for the fraudulent activity accompanied with my last account. The Nederland location welcomed my business back with open arms, made the experience simple, & was able to get everything done I needed for my specific banking needs completed within a half hour almost immediately after hurricane Laura. Thank you DuGood Credit Union & every individual that contributed to the service you were able to provide me."
804,DuGood Credit Union,2020-09-06,Rated 5 out of 5 stars,Alicia was amazing.   Her efforts and follow up during some unusual circumstances (hurricane and DMV info that took forever to show up!) was nothing short of fantastic.   TY DuGood!
805,DuGood Credit Union,2020-09-06,Rated 5 out of 5 stars,"The relationship that I've had with, first Dupont Federal Credit Union... and now DuGood, has been over 39 years. From My first auto loan in 1985, through the purchase of a truck 3 days ago, The Credit Union has been keen to assist my financial needs. Ursula Fitzner was instrumental in development of my financial literacy. Dugood continues to assist, and empower me in financial matters. The staff and management have continued to deliver solid advice, support, and empowerment. Although all branches are terrific, the Edison Plaza has tremendously assisted in the current conditions in my life. Genise, and Audry constantly amaze me with their customer assistance, and caring... the best!!"
806,DuGood Credit Union,2020-09-05,Rated 5 out of 5 stars,Very pleased with service provided and with employees. Will definitely recommend them highly.
807,DuGood Credit Union,2020-09-04,Rated 5 out of 5 stars,"You’ll was very fast, nice and very polite. I think I’m going to love my new bank."
808,DuGood Credit Union,2020-09-04,Rated 5 out of 5 stars,Sandie Amburn has always been helpful and friendly and she was awesome this time as well.
809,DuGood Credit Union,2020-09-04,Rated 5 out of 5 stars,This was very easy. Like too easy that I still think i missed something but I am all setup. The people where nice and very knowledgeable. Thank you!!
810,DuGood Credit Union,2020-09-03,Rated 5 out of 5 stars,
811,DuGood Credit Union,2020-09-03,Rated 5 out of 5 stars,"Susan Benoit and staff made it a GREAT experience.  Always available with answers to questions.  Susan, even bet with us to get paper's signed before evacuating a major hurricane. So that we could stay on schedule to be funded this week."
812,DuGood Credit Union,2020-09-03,Rated 5 out of 5 stars,They're are the best credit union to me I never had a problem  the staff are very friendly and willing to help you and will  sit and talk with you  and a special thanks to Mrs   Brenda  and Mrs Sandie .
813,DuGood Credit Union,2020-09-02,Rated 5 out of 5 stars,Best people in the Golden Triangle.  Looking for someone you can trust.  This is the one.
814,DuGood Credit Union,2020-09-02,Rated 5 out of 5 stars,
815,DuGood Credit Union,2020-08-30,Rated 5 out of 5 stars,The people were good and courteous. Did all the paperwork and everything was on time
816,DuGood Credit Union,2020-08-22,Rated 5 out of 5 stars,"Dugood always does such a great job of making us feel like they care about our needs.  Kala, at the Major Dr. branch, went out of her way to take care of our loan situation and made the process so easy. It's good to know I can count on Dugood to treat us like family and be there when we need something."
817,DuGood Credit Union,2020-08-21,Rated 5 out of 5 stars,Fast and easy.  Our loan officer Brenda Franks was able to get us a great low rate and really went the extra mile for us.  Thanks Brenda and Dugood!
818,DuGood Credit Union,2020-08-21,Rated 5 out of 5 stars,Susan and Kelli were awesome to work with.  Both ladies were helpful and prompt thru the whole process. I would recommend DuGood to anyone looking to do a home equity or refinance.
819,DuGood Credit Union,2020-08-20,Rated 5 out of 5 stars,I am always very satisfied with my service from DuGood. It is always a pleasure doing business with them. They make it so easy for me to get loans without having to lose any work hours. It is always banking made simple. The best bank or credit union I have ever done business with.
820,DuGood Credit Union,2020-08-20,Rated 5 out of 5 stars,
821,DuGood Credit Union,2020-08-20,Rated 5 out of 5 stars,Great people that I’m working with at the bank in jasper.
822,DuGood Credit Union,2020-08-20,Rated 5 out of 5 stars,"The tellers are kind, friendly and make every transaction smooth and worry free. They get to know your family and remember when you have a bunch of kids and always send out lollipops. We love having a credit union who throws member events for the family and we love DuGood!!!"
823,DuGood Credit Union,2020-08-19,Rated 5 out of 5 stars,Excellent response And service for what I needed
824,DuGood Credit Union,2020-08-17,Rated 5 out of 5 stars,Great service and very friendly! I appreciate Raven taking the time to explain the process with quick responses throughout.
825,DuGood Credit Union,2020-08-15,Rated 5 out of 5 stars,"Was very impressed with Caryn Cragg, the branch manager at your Major Dr. location.  Was not looking firward to the changing of my banking business, but she made it very simple...answered all our questions....and allayed our concerns.  She was instrumental in tailoring our new banking to meet our needs.  She explained all the ancillary banking provided on line and available on our phones.  She provided us with information about using co-ops in our travels to facilitate transactions out of city and state.   My wife and I are thankful that you have such a knowledgeable and caring branch manager such as Caryn at the location we will be using for in person banking needs.  Thank you and DuGood FCU for the services you provide....in a world that is seeing service to the customer become a thing of the past.   We are happy members of our new bank....aka FCU!!"
826,DuGood Credit Union,2020-08-13,Rated 5 out of 5 stars,"Great service and quick, even with the virus protocols.  I appreciate that I was still able to go inside and speak with someone."
827,DuGood Credit Union,2020-08-13,Rated 5 out of 5 stars,"The staff was very helpful, met my needs, looking forward to using the drive-in for convenients , a very beautiful office"
828,DuGood Credit Union,2020-08-13,Rated 5 out of 5 stars,"DUGOOD ReviewMegan was exceptionally helpful and went the extra mile to work with me to find what best fit our needs.   Our communication was productive and efficient .  Options about which I was not aware were explained and discussed in detail. Megan was patient and knowledgeable .  I have been a member of this credit union almost from birth and continue to find our interaction professional , courteous , and beneficial to both parties. All business has been completed in a timely manner with terms clearly reviewed ."
829,DuGood Credit Union,2020-08-10,Rated 5 out of 5 stars,Very nice and welcoming! Actually got to go inside the lobby to do business. Haven’t been able to do this all year can’t say how much that means to me!! I have no regrets walking away from my old credit union.
830,DuGood Credit Union,2020-08-10,Rated 5 out of 5 stars,Dugood refinanced my truck.I was able to get a great rate on my truck. Thank you for helping me.
831,DuGood Credit Union,2020-08-08,Rated 5 out of 5 stars,I enjoyed the atmosphere and the ladies where very pleasant
832,DuGood Credit Union,2020-08-08,Rated 5 out of 5 stars,I am a returning member. I closed the account previously because it was inconvenient to go to the credit union. The one that is close to my work does not have a drive through and the others are not open when it is convenient for me. I always go to the branch in downtown Beaumont because I feel like I am part of their family. They are always nice and always know me when I walk through the door. You just don’t get that kind of personal touch anymore. Thank you to the big welcome back I received!
833,DuGood Credit Union,2020-08-08,Rated 5 out of 5 stars,Our loan process went quickly and without any delays. We even got a better interest rate.
834,DuGood Credit Union,2020-08-07,Rated 5 out of 5 stars,"I applied online for a loan in the morning and by the late afternoon, the funds were in my account. Katrina was a tremendous help! We were able to do everything online which made it very convenient."
835,DuGood Credit Union,2020-08-07,Rated 5 out of 5 stars,"The young lady Morgan was a pleasure to talk with about my loan. Very helpful, pleasant and efficient! In and out in 15 minutes. That's why I have banked at Dugood  for 30 years."
836,DuGood Credit Union,2020-08-06,Rated 5 out of 5 stars,"The officer was very helpful,  kind, and courteous.  Made it a pleasure doing business"
837,DuGood Credit Union,2020-08-06,Rated 3 out of 5 stars,fast and easy. everyone very helpful. was a pleasant  experience.
838,DuGood Credit Union,2020-08-06,Rated 5 out of 5 stars,Latoya in loans was excellent and so easy to work with.
839,DuGood Credit Union,2020-08-06,Rated 5 out of 5 stars,Very expedient in processing my refi application.Their staff was constantly in communication to keep us appraised of the progress. Very friendly folks to do business with.
840,DuGood Credit Union,2020-08-05,Rated 5 out of 5 stars,A very pleasant experience working with Mrs. McDonald. Very professional and polite. Kept me posted every step of the way. Gradually moving all my business over to DuGood.
841,DuGood Credit Union,2020-08-05,Rated 5 out of 5 stars,"By far this is the most reliable, honest, and professional Credit Union that I’ve ever experienced. I handle all my personal and business needs through DuGood FCU, and always will!"
842,DuGood Credit Union,2020-08-04,Rated 5 out of 5 stars,Everyone was friendly and knew what and how to help me.
843,DuGood Credit Union,2020-08-04,Rated 5 out of 5 stars,Excellent service and always willing to assist customers.  Great place for all of your financial needs.
844,DuGood Credit Union,2020-08-03,Rated 5 out of 5 stars,"Going through the process for getting this loan was seamless, worked with Catrina and it was nothing but a pleasure.Everything went according to plan and loan was funded when promised Great experience Thanks Deanna"
845,DuGood Credit Union,2020-08-03,Rated 5 out of 5 stars,"Kurestyn was the loan officer who assisted us. She was extremely diligent, helpful and made the process as easy as possible!! Thanks for the great service!!"
846,DuGood Credit Union,2020-07-31,Rated 5 out of 5 stars,I have been a member for quite a few years so the loan officer was familiar with me and my credit worthiness. Made my experience easy within the next day loan was approved.
847,DuGood Credit Union,2020-07-31,Rated 4 out of 5 stars,"Anavel was a great help and was very considerate of my situation. No matter what has happened to me in the past, they take the time to ask question pertaining to me, it’s nice to feel like your are someone and not just another customer!"
848,DuGood Credit Union,2020-07-28,Rated 5 out of 5 stars,Great people. They are on the ball.
849,DuGood Credit Union,2020-07-28,Rated 5 out of 5 stars,"I applied for and received a loan totally over the phone. The lady helping me was very professional and knowledgeable and everything went smoothly. I received a final answer within a couple of hours and the documentation and close went without a hitch. Even with the lobbies being restricted, they are doing business efficiently and smoothly. It was a very good experience."
850,DuGood Credit Union,2020-07-28,Rated 5 out of 5 stars,Great service!!!
851,DuGood Credit Union,2020-07-25,Rated 5 out of 5 stars,We had an issue with a possible fraud scenario.  They allowed us to enter a restricted lobby (wearing our masks) and made sure that we transferred our funds to another account to save any future episodes.  We left feeling secured and happy.
852,DuGood Credit Union,2020-07-24,Rated 5 out of 5 stars,The Lady assisting me was very helpful and professional I’m so glad I open this account with Dugood Credit Union
853,DuGood Credit Union,2020-07-24,Rated 5 out of 5 stars,Everything was processed quickly and easily.
854,DuGood Credit Union,2020-07-24,Rated 5 out of 5 stars,You guys go above and beyond.  Great work thank you
855,DuGood Credit Union,2020-07-24,Rated 5 out of 5 stars,THE 2 WOMEN WE SPOKE WITH WERE VERY FRIENDY AND KNEWWHAT WE NEEDED.  PROSESSED QUICKLY AND WE WERE GONE!
856,DuGood Credit Union,2020-07-23,Rated 4 out of 5 stars,I received quick response to my purpose and the experience was very professional and address all my needs
857,DuGood Credit Union,2020-07-23,Rated 5 out of 5 stars,I can honestly say switching from Capital One to DuGood was a great decision. Customer service is obviously their strategy and it shows. I have referred others already.
